Year,Type,Country,Area,Activity,Injury,Fatal
2008,Unprovoked,Fiji,No Data,Diving,Injury,N
2008,Unprovoked,Usa,Florida,Wading,Injury,N
2008,Unprovoked,Usa,Florida,Surfing,Injury,N
2008,Unprovoked,Australia,New South Wales,Surfing,Fatal,Y
2008,Unprovoked,Usa,Florida,Surfing,Injury,N
2008,Unprovoked,South Africa,Kwazulu-Natal,Surfing,Injury,N
2008,Unprovoked,Usa,Florida,Surfing,Injury,N
2008,Unprovoked,Usa,Florida,Surfing,Injury,N
2008,Unprovoked,Usa,Florida,Surfing,Injury,N
2008,Unprovoked,Usa,Florida,Wading,Injury,N
2008,Unprovoked,Usa,Florida,Jet Skiing,Injury,N
2008,Unprovoked,Usa,California,Surfing,No injury,N
2008,Unprovoked,Bahamas,Northern Bahamas,Diving,Injury,Y
2008,Unprovoked,French Polynesia,Society Islands,Diving,Injury,N
2008,Unprovoked,Usa,Florida,Surfing,Injury,N
2008,Unprovoked,Australia,New South Wales,Surfing,Abrasions to elbow; collided with shark,N
2008,Unprovoked,Usa,Florida,Surfing,Injury,N
2008,Provoked,Japan,Tokyo Bay,Diving,No injury,No Data
2008,Unprovoked,South Africa,Kwazulu-Natal,Surfing,No injury,N
2008,Provoked,Australia,Queensland,Accidentally Stood On Hooked Shark'S Tail Before Attempting To Gut It,Injury,N
2008,No Data,New Zealand,South Island,Wading,"Stingray envenomation, not a shark",No Data
2008,Boat,New Zealand,North Island,Attempting To Chase Shark Out To Sea,No injury,N
2008,Unprovoked,Usa,Florida,Surfing,Injury,N
2008,Provoked,Usa,Florida,Fishing,Injury,N
2008,Unprovoked,Mexico,Baja California,Surfing,Injury,N
2007,Unprovoked,Ecuador,Galapagos Islands,Surfing,Injury,N
2007,No Data,British Virgin Islands,Green Bay,Diving,Shark bites were post-mortem,No Data
2007,Unprovoked,Australia,New South Wales,Surfing,Injury,N
2007,Unprovoked,Australia,Queensland,Swimming,Injury,N
2007,No Data,Australia,New South Wales,Swimming,Injury,No Data
2007,Unprovoked,Usa,Hawaii,Surfing,No injury,N
2007,Unprovoked,New Zealand,South Island,Surfing,No injury,N
2007,Unprovoked,Brazil,Pernambuco,Removing Fish From A Trap,20 cm injury to left foot,N
2007,Provoked,Australia,Western Australia,Fishing,Injury,N
2007,Unprovoked,Australia,New South Wales,Surfing,No injury,N
2007,Unprovoked,South Africa,Western Cape Province,Surfing,Injury,N
2007,Unprovoked,Usa,Florida,Surfing,Cut to right knee,N
2007,Unprovoked,Usa,Florida,Surfing,Injury,N
2007,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
2007,No Data,Mexico,Baja California,Diving,No injury,No Data
2007,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2007,Unprovoked,Australia,New South Wales,Surfing,Injury,N
2007,Unprovoked,Australia,Queensland,Diving,Injury,N
2007,Unprovoked,Usa,California,Surfing,4 scratches on left hand,N
2007,Unprovoked,Usa,Florida,Surfing,Injury,N
2007,Unprovoked,Usa,California,Surfing,Puncture wound to foot,N
2007,Sea Disaster,Philippines,Palawan,"The 426-Ton Cargo Ship Mia, Laden With Cement, Capsized In Heavy Seas",Fatal,Y
2007,Unprovoked,New Caledonia,Loyalty Islands,Swimming,Fatal,Y
2007,Unprovoked,Bahamas,Grand Bahama Island,Diving,Injury,N
2007,Unprovoked,Usa,California,Surfing,No injury,N
2007,Unprovoked,Egypt,Red Sea,Swimming,Injury,N
2007,No Data,Usa,Florida,Diving,Shark involvement prior to death unconfirmed,No Data
2007,Unprovoked,Usa,Florida,Surfing,Injury,N
2007,Unprovoked,Usa,Florida,Surfing,Injury,N
2007,Unprovoked,Solomon Islands,Marovo Lagoon,Diving,Injury,N
2007,Unprovoked,Usa,Florida,Wading,Injury,N
2007,Unprovoked,Usa,Florida,Surfing,No injury,N
2007,Unprovoked,Usa,Florida,Swimming,Injury,N
2007,Unprovoked,Usa,Florida,Wading,Injury,N
2007,Unprovoked,Usa,Florida,Wading,Injury,N
2007,Unprovoked,Usa,South Carolina,Wading,Injury,N
2007,Unprovoked,Usa,Florida,Jumping,Tiny punctures to arm,N
2007,Unprovoked,Usa,Florida,Swimming,Injury,N
2007,Unprovoked,Usa,Hawaii,Surfing,Injury,N
2007,Unprovoked,Usa,California,Surfing,Injury,N
2007,Unprovoked,Usa,Florida,Surfing,Injury,N
2007,Unprovoked,Usa,Florida,Surfing,Injury,N
2007,Provoked,Usa,North Carolina,Diving,Injury,N
2007,Provoked,Usa,Delaware,Fishing,Injury,N
2007,Unprovoked,Usa,Florida,Swimming,Injury,N
2007,Unprovoked,Usa,Florida,Surfing,Injury,N
2007,Unprovoked,Usa,South Carolina,Playing,Injury,N
2007,Unprovoked,Usa,Florida,Swimming,Injury,N
2007,Unprovoked,Usa,Florida,Swimming,Injury,N
2007,Unprovoked,Usa,Florida,Surfing,Injury,N
2007,Unprovoked,Usa,South Carolina,Swimming,Injury,N
2007,Unprovoked,Usa,South Carolina,Surfing,Injury,N
2007,Unprovoked,Usa,Florida,Jumped Into The Water,Injury,N
2007,Unprovoked,Usa,Florida,Surfing,Injury,N
2007,Unprovoked,Usa,California,Surfing,No injury,N
2007,Unprovoked,Usa,California,Surfing,No injury,N
2007,Boat,Usa,California,Fishing,No injury,N
2007,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2007,Unprovoked,Australia,Territory Of Cocos (Keeling) Islands,Wading,Injury,N
2007,Unprovoked,Usa,North Carolina,Swimming,Injury,N
2007,Provoked,Norway,Oslo Fjord,Diving,No injury,N
2007,No Data,Usa,California,Swimming,Injury,No Data
2007,Unprovoked,Usa,North Carolina,Wading,Injury,N
2007,Unprovoked,Bahamas,Abaco Islands,Diving,Injury,N
2007,Unprovoked,Usa,Florida,Surfing,Injury,N
2007,Unprovoked,Reunion,No Data,Surfing,Injury,N
2007,No Data,Senegal,No Data,Murder,No Data,No Data
2007,Provoked,Usa,Florida,Removing Hook From Shark,Injury,N
2007,Unprovoked,Usa,California,Swimming,Injury,N
2007,Unprovoked,Usa,Florida,Surfing,Injury,N
2007,Unprovoked,Usa,Hawaii,Surfing,No injury,N
2007,No Data,Usa,Florida,Surfing,Superficial injuries to upper leg may have been caused by surfboard fin,No Data
2007,Unprovoked,Usa,Florida,Swimming,Injury,N
2007,Unprovoked,Australia,New South Wales,Surfing,Injury,N
2007,Unprovoked,Usa,South Carolina,Wading,Injury,N
2007,Provoked,Usa,Virginia,Reviving A Sedated Shark,Injury,N
2007,Provoked,England,Kent,Fishing,Bitten on the nose by a hooked shark PROVOKED INCIDENT,N
2007,Unprovoked,Australia,Western Australia,Wading,Injury,N
2007,Unprovoked,Australia,Victoria,Surfing,No injury,N
2007,Unprovoked,Usa,Florida,Surfing,Injury,N
2007,Unprovoked,Seychelles,Bird Island,Swimming,No injury,N
2007,No Data,Australia,New South Wales,Swimming,Shark involvement prior to death unconfirmed,No Data
2007,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2007,Unprovoked,Usa,Florida,Swimming,Circular bite on left thigh,N
2007,Sea Disaster,Turks & Caicos,Providenciales,Sea Disaster,Injury,Y
2007,Provoked,Bahamas,Bimini Islands,Shark Tagging,Injury,N
2007,Unprovoked,Australia,Queensland,Swimming,Injury,N
2007,Unprovoked,Usa,Florida,Surfing,Injury,N
2007,Unprovoked,Usa,Florida,Surfing,Injury,N
2007,Boat,Usa,Florida,Fishing,No injury,N
2007,Unprovoked,New Caledonia,South Province,Surfing,Injury,N
2007,Unprovoked,Usa,Florida,Playing On A Sandbar,Injury,N
2007,Unprovoked,Usa,Florida,Surfing,Injury,N
2007,Unprovoked,Yemen,Muhafazat Hadramawt,Murder,Fatal,Y
2007,Unprovoked,Usa,Florida,Surfing,Injury,N
2007,Unprovoked,Australia,New South Wales,Surfing,Injury,N
2007,Provoked,Usa,Florida,Fishing,Injury,N
2007,Unprovoked,Australia,Queensland,Swimming,Injury,N
2007,Unprovoked,Usa,Florida,Surfing,Injury,N
2007,Provoked,New Zealand,Cook Islans,Diving,Injury,N
2007,No Data,Costa Rica,No Data,Swimming,Death due to drowning. Shark bite may have been postmortem,No Data
2007,Unprovoked,Australia,New South Wales,Surfing,Injury,N
2007,Unprovoked,New Caledonia,Loyalty Islands,Diving,Injury,N
2007,Unprovoked,New Caledonia,North Province,Diving,Injury,N
2007,Boat,Usa,Florida,Shrimping,No injury,N
2007,Unprovoked,Australia,New South Wales,Diving,Injury,N
2007,No Data,Australia,New South Wales,Swimming,Shark involvement prior to death unconfirmed,No Data
2007,Unprovoked,South Africa,Eastern Cape Province,Surfing,Fatal,Y
2007,Unprovoked,Australia,New South Wales,Surfing,No injury,N
2007,No Data,Usa,New York,Surfing,No injury,No Data
2007,Unprovoked,Usa,Hawaii,Surfing,No injury,N
2006,Unprovoked,Australia,Victoria,Surfing,Injury,N
2006,Unprovoked,New Zealand,North Island,Surfing,Injury,N
2006,Unprovoked,Usa,California,Surfing,Injury,N
2006,Provoked,South Africa,Kwazulu-Natal,Fishing,Injury,N
2006,Unprovoked,Australia,Western Australia,Surfing,Injury,N
2006,Sea Disaster,Philippines,Surigao Del Norte,Sea Disaster,15 perished but shark involvement prior to death was not confirmed,Y
2006,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2006,Provoked,South Africa,Eastern Cape Province,Canoeing,Injury,N
2006,Unprovoked,Usa,Oregon,Surfing,No injury,N
2006,Unprovoked,Usa,Florida,Fishing,Injury,N
2006,Unprovoked,Usa,Florida,Surfing,Injury,N
2006,Unprovoked,Usa,Texas,Surfing,Injury,N
2006,Unprovoked,Usa,Florida,Playing Soccer In The Water,Injury,N
2006,Unprovoked,Bahamas,New Providence Island,Diving,Injury,N
2006,Unprovoked,Gulf Of Aden,Between Somalia & Yemen,Murder,Fatal,Y
2006,No Data,South Africa,Western Cape Province,Diving,No injury,No Data
2006,Unprovoked,Usa,Florida,Surfing,Injury,N
2006,Provoked,Usa,Florida,Diving,Injury,N
2006,Unprovoked,Usa,North Carolina,Surfing,Injury,N
2006,Unprovoked,Usa,Florida,Swimming,Injury,N
2006,Unprovoked,Usa,Florida,Surfing,Left torso grazed,N
2006,No Data,Australia,Queensland,Diving,"Killed by a stingray, not a shark - a tragedy for his family and marine wildlife",No Data
2006,Unprovoked,Usa,Florida,Wading,Injury,N
2006,Unprovoked,Usa,Florida,Swimming,Injury,N
2006,Unprovoked,South Africa,Western Cape Province,Surfing,No injury,N
2006,Unprovoked,Usa,Oregon,Surfing,Injury,N
2006,Unprovoked,Australia,South Australia,Surfing,No injury,N
2006,Unprovoked,Reunion,Saint-Gilles-Les-Bains,Surfing,Injury,N
2006,No Data,Belize,Ambergris Caye,Diving,Shark involvement prior to death not confirmed,No Data
2006,Sea Disaster,Italy,No Data,Sea Disaster,Fatal,Y
2006,Unprovoked,Reunion,Saint-Pierre,Surfing,Fatal,Y
2006,Unprovoked,South Africa,Western Cape Province,Surfing,No injury,N
2006,Unprovoked,South Africa,Western Cape Province,Lifesaving Drill,Injury,N
2006,Unprovoked,Usa,North Carolina,Wading,Injury,N
2006,Unprovoked,Reunion,No Data,Diving,Injury,N
2006,Provoked,Usa,Kentucky,Touching Sharks,Injury,N
2006,Unprovoked,Usa,Oregon,Surfing,Injury,N
2006,No Data,Usa,California,Surfing,Injury,N
2006,Unprovoked,Usa,Florida,Surfing,Injury,N
2006,Unprovoked,South Africa,Western Cape Province,Surfing,No injury,N
2006,Unprovoked,Usa,Florida,Surfing,Injury,N
2006,Unprovoked,Usa,Texas,Surfing,Injury,N
2006,Unprovoked,Usa,South Carolina,Wading,Injury,N
2006,No Data,Spain,Alicante,Swimming,Injury,No Data
2006,Unprovoked,Usa,South Carolina,Swimming,Injury,N
2006,Unprovoked,Usa,Florida,Wading,Injury,N
2006,Unprovoked,Usa,Florida,Walking,Injury,N
2006,Unprovoked,Usa,South Carolina,Surfing,Injury,N
2006,Unprovoked,Usa,Florida,Swimming,Injury,N
2006,Unprovoked,Usa,Florida,Diving,Injury,N
2006,Unprovoked,Usa,Florida,Diving,Injury,N
2006,Unprovoked,Usa,Florida,Surfing,Injury,N
2006,Provoked,Usa,Florida,Fishing,Non-swimmer pulled off pier& into the water by a hooked shark PROVOKED INCIDENT,N
2006,Unprovoked,Bahamas,Andros Islands,Diving,Injury,N
2006,Unprovoked,Usa,Florida,Surfing,Injury,N
2006,Unprovoked,Brazil,Pernambuco,Surfing,Injury,Y
2006,Unprovoked,Usa,California,Diving,No injury,N
2006,Unprovoked,Usa,Florida,Surfing,Injury,N
2006,Unprovoked,Usa,South Carolina,Playing,Injury,N
2006,Unprovoked,Australia,South Australia,Surfing,No injury,N
2006,Unprovoked,Usa,Hawaii,Diving,Injury,N
2006,Provoked,Usa,Hawaii,Tagging Sharks,No injury,N
2006,Unprovoked,Usa,Hawaii,Surfing,No injury,N
2006,Provoked,Usa,Hawaii,Diving,Injury,N
2006,Unprovoked,Brazil,Pernambuco,Surfing,"Injuries to left thigh, calf & foot",N
2006,Unprovoked,Usa,Guam,Diving,Injury,N
2006,Unprovoked,Usa,Florida,Swimming,Injury,N
2006,Provoked,Australia,Queensland,Swimming,Injury,N
2006,Unprovoked,Usa,Florida,Surfing,Injury,N
2006,Unprovoked,Usa,Florida,Wading,Injury,N
2006,Provoked,Usa,Florida,Fishing,Injury,N
2006,Unprovoked,Australia,New South Wales,Surfing,Injury,N
2006,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
2006,Unprovoked,Brazil,Pernambuco,Swimming,Injury,N
2006,Unprovoked,Usa,Florida,Wading,Injury,N
2006,Unprovoked,Sierra Leone,Western Area,Fishing,Fatal,Y
2006,Unprovoked,Usa,Hawaii,Surfing,Injury,N
2006,No Data,South Africa,Eastern Cape Province,Swimming,Fatal,No Data
2006,Unprovoked,Fiji,Vitu Levu,Surfing,Injury,N
2006,Unprovoked,Australia,New South Wales,Surfing,No injury,N
2006,Unprovoked,Usa,Hawaii,Wading,Injury,N
2006,No Data,Usa,Hawaii,Diving,Injury,No Data
2006,Unprovoked,Australia,Queensland,Wading,Injury,N
2006,Unprovoked,Australia,Queensland,Swimming,Puncture wound on arm,N
2006,Boat,Australia,South Australia,Fishing,No injury,N
2006,Unprovoked,South Africa,Eastern Cape Province,Surfing,2 bite marks on right calf,N
2006,Unprovoked,Tonga,Vava'U,Swimming,Fatal,Y
2006,Boat,Usa,Hawaii,Boating,No injury,N
2006,Boat,Atlantic Ocean,300 Miles From Antigua,Competing In The Woodvale Atlantic Rowing Race,No injury,N
2006,Unprovoked,South Africa,Eastern Cape Province,Diving,Injury,N
2006,Boat,Atlantic Ocean,800 Miles From Land,Competing In The Woodvale Atlantic Rowing Race,No injury,N
2006,Unprovoked,Usa,California,Surfing,No injury,N
2006,Unprovoked,Australia,Western Australia,Diving,Injury,N
2006,No Data,Bahamas,Grand Bahama Island,Diving,No injury,No Data
2006,Unprovoked,Australia,Queensland,Swimming,Fatal,Y
2006,Unprovoked,Usa,Florida,Surfing,Injury,N
2006,Unprovoked,South Africa,Western Cape Province,Diving,Injury,N
2005,Unprovoked,Usa,Oregon,Surfing,Injury,N
2005,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2005,Boat,Atlantic Ocean,600 Nm West Of The Canary Islands,Competing In The Woodvale Atlantic Rowing Race,No injury,N
2005,Unprovoked,Australia,Queensland,Diving,Injury,N
2005,Boat,Australia,South Australia,Fishing,No injury,N
2005,Unprovoked,Usa,Florida,Surfing,Injury,N
2005,Unprovoked,Usa,Florida,Surfing,Injury,N
2005,Boat,Australia,Victoria,Fishing,No injury,N
2005,Unprovoked,Australia,Victoria,Surfing,Injury,N
2005,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
2005,Unprovoked,New Caledonia,Loyalty Islands,Diving,Injury,N
2005,Unprovoked,Usa,Florida,Surfing,Injury,N
2005,Unprovoked,Usa,Florida,Surfing,Injury,N
2005,Provoked,South Africa,Eastern Cape Province,Fishing,Injury,N
2005,Unprovoked,Usa,Florida,Surfing,Injury,N
2005,Unprovoked,Usa,California,Surfing,No injury,N
2005,Unprovoked,Usa,California,Surfing,No injury,N
2005,Unprovoked,Usa,Florida,Wading,Injury,N
2005,Unprovoked,St. Maartin,Simpson Bay,Wading,Injury,N
2005,Unprovoked,South Africa,Western Cape Province,Surfing,Injury,N
2005,Unprovoked,Usa,California,Surfing,No injury,N
2005,Unprovoked,Usa,California,Surfing,Injury,N
2005,Provoked,Usa,Florida,Wading,Injury,N
2005,Unprovoked,Usa,Hawaii,Surfing,No injury,N
2005,Unprovoked,Grand Cayman,East Wall,Diving,No injury,N
2005,Unprovoked,Usa,Florida,Surfing,Injury,N
2005,Unprovoked,Bahamas,Abaco Islands,Diving,Injury,N
2005,Unprovoked,South Africa,Western Cape Province,Surfing,No injury,N
2005,Unprovoked,Australia,New South Wales,Surfing,No injury,N
2005,Unprovoked,Australia,South Australia,Surfing,Injury,N
2005,Unprovoked,Australia,Western Australia,Surfing,No injury,N
2005,No Data,Usa,Florida,Surfing,Injury,No Data
2005,Unprovoked,Usa,South Carolina,Surfing,"Injuries to fingers, calf  & heel",N
2005,Unprovoked,Usa,South Carolina,Surfing,Fatal,Y
2005,Unprovoked,Australia,New South Wales,Wading,Injury,N
2005,Unprovoked,Usa,North Carolina,Wading,Injury,N
2005,Unprovoked,Australia,South Australia,Surfing,Injury,N
2005,Unprovoked,Usa,Florida,Surfing,Injury,N
2005,Provoked,Thailand,No Data,Removing Shark From Net,Fatal,Y
2005,Unprovoked,Australia,South Australia,Diving,Fatal,Y
2005,Unprovoked,Usa,California,Surfing,Injury,N
2005,No Data,Usa,South Carolina,Surfing,Injury,No Data
2005,Unprovoked,Usa,South Carolina,Swimming,Bitten underneath left arm,N
2005,Unprovoked,Usa,Texas,Walking,Injury,N
2005,Unprovoked,Usa,North Carolina,Surfing,Injury,N
2005,Unprovoked,Usa,South Carolina,Swimming,Injury,N
2005,No Data,Seychelles,Inner Islands,Fishing,Fatal,No Data
2005,Unprovoked,Usa,Florida,Wading,Injury,N
2005,Unprovoked,Usa,Florida,Surfing,"Right foot: Toes and back of foot, minor injury",N
2005,No Data,Usa,Florida,Surfing,Injury,No Data
2005,No Data,Liberia,No Data,Swimming,Presumed to have drowned until his body washed ashore 2 weeks later with shark bites,No Data
2005,Provoked,China,Shanghai,Diving,2 small cuts on right ear & head when he collided with the captive shark. PROVOKED INCIDENT,N
2005,Unprovoked,Usa,North Carolina,Swimming,Injury,N
2005,Unprovoked,Usa,Texas,Boating,Injury,N
2005,Unprovoked,Usa,Florida,Wading,Injury,N
2005,Unprovoked,Usa,Florida,Fishing,Injury,N
2005,Unprovoked,Usa,Florida,Swimming,Injury,Y
2005,Unprovoked,Vanuatu,Malampa Province,Swimming,Fatal,Y
2005,Unprovoked,Mexico,Baja California,Surfing,Injury,N
2005,No Data,Usa,Hawaii,Swimming,No injury,No Data
2005,Unprovoked,Usa,Florida,Swimming,Injury,N
2005,Unprovoked,South Korea,South Ch'Ungch'Ong Province,Diving,Injury,N
2005,Unprovoked,Usa,South Carolina,Surfing,Injury,N
2005,No Data,Usa,New Jersey,Surfing,Injury,No Data
2005,Unprovoked,South Africa,Western Cape Province,Diving,Fatal,Y
2005,Unprovoked,Usa,Texas,Wading,Injury,N
2005,Unprovoked,Usa,Florida,Swimming,Injury,N
2005,Unprovoked,Usa,Florida,Crouching In 2' Of Water,Injury,N
2005,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
2005,Unprovoked,Australia,Queensland,Diving,Severe injury to lower leg,N
2005,Boat,Usa,Hawaii,Boating,No injury,N
2005,Unprovoked,Madagascar,No Data,Fishing,Injury,N
2005,Sea Disaster,Usa,South Carolina,Sea Disaster,No injury,N
2005,Unprovoked,Usa,Hawaii,Surfing,No injury,N
2005,Provoked,Australia,New South Wales,Fishing,Injury,N
2005,Unprovoked,Australia,Northern Territory,Diving,Injury,N
2005,Unprovoked,Australia,New South Wales,Surfing,No injury,N
2005,Unprovoked,Usa,Florida,Wading,Injury,N
2005,No Data,Usa,Florida,Surfing,Injury,No Data
2005,Unprovoked,Usa,Texas,Surfing,Injury,N
2005,No Data,Honduras,Bay Islands,Diving,Injury,No Data
2005,Unprovoked,South Africa,Western Cape Province,Surfing,Injury,N
2005,Unprovoked,Australia,New South Wales,Surfing,No injury,N
2005,Unprovoked,Venezuela,No Data,Surfing,Injury,N
2005,Unprovoked,Australia,Western Australia,Swimming,Fatal,Y
2005,Provoked,Usa,New Mexico,Diving,2 punctures on forearm as captive shark collided with diver PROVOKED INCIDENT,N
2005,Provoked,New Zealand,North Island,Fishing,No injury,N
2005,Unprovoked,Solomon Islands,Santa Isabel Province,Diving,Injury,N
2005,Unprovoked,Australia,Queensland,Swimming,Injury,N
2005,Provoked,Usa,Florida,Diving,Speared shark bit his chest PROVOKED INCIDENT,N
2005,Unprovoked,Usa,Hawaii,Surfing,No injury,N
2005,Unprovoked,Usa,Florida,Diving,Injury,N
2005,Unprovoked,Brazil,Bahia,Surfing,Injury,N
2005,Unprovoked,Cuba,Santiago De Cuba Province,Swimming,Injury,N
2005,Provoked,Australia,Victoria,Diving,No injury,N
2005,Provoked,Australia,Victoria,Attempting To Drive Shark Away From Sailing Regatta,No injury,N
2005,Boat,New Zealand,North Island,Fishing,No injury,N
2004,No Data,Sri Lanka,Eastern Province,"Swept Out To Sea By The Tsunami, She Clung  To A Log For 24 Hours",No injury,No Data
2004,Unprovoked,Australia,South Australia,Surfing,Fatal,Y
2004,Unprovoked,Australia,Queensland,Diving,Injury,Y
2004,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
2004,Unprovoked,South Africa,Eastern Cape Province,Playing,Injury,N
2004,Unprovoked,South Africa,Western Cape Province,Swimming,Fatal,Y
2004,Unprovoked,Usa,California,Surfing,Injury,N
2004,Unprovoked,Vanuatu,Malampa Province,Swimming,Injury,N
2004,Unprovoked,New Caledonia,North Province,Diving,Injury,N
2004,Unprovoked,Cuba,Camaguey Province,Diving,Injury,N
2004,Unprovoked,South Africa,Western Cape Province,Chumming For White Sharks,Injury,N
